MeasureName,PaymentType,MonthYear,M_Value,TransType
value_b,Cheque,APR 2016,227.0,Bill Pay
value_b,Others,APR 2016,87.0,Bill Pay
volume_k,Cash,MAY 2016,37867.0,Bill Pay
volume_k,Cheque,MAY 2016,255.0,Bill Pay
volume_k,Others,MAY 2016,462.0,Bill Pay
value_b,Cash,MAY 2016,303.0,Bill Pay
value_b,Cheque,MAY 2016,251.0,Bill Pay
value_b,Others,MAY 2016,92.0,Bill Pay
volume_k,Cash,JUN 2016,36788.0,Bill Pay
volume_k,Cheque,JUN 2016,248.0,Bill Pay
volume_k,Others,JUN 2016,447.0,Bill Pay
value_b,Cash,JUN 2016,292.0,Bill Pay
value_b,Cheque,JUN 2016,219.0,Bill Pay
value_b,Others,JUN 2016,98.0,Bill Pay
volume_k,Cash,JUL 2016,38748.0,Bill Pay
volume_k,Cheque,JUL 2016,275.0,Bill Pay
volume_k,Others,JUL 2016,450.0,Bill Pay
value_b,Cash,JUL 2016,270.0,Bill Pay
value_b,Cheque,JUL 2016,213.0,Bill Pay
value_b,Others,JUL 2016,121.0,Bill Pay
volume_k,Cash,AUG 2016,38820.0,Bill Pay
volume_k,Cheque,AUG 2016,305.0,Bill Pay
volume_k,Others,AUG 2016,477.0,Bill Pay
value_b,Cash,AUG 2016,292.0,Bill Pay
value_b,Cheque,AUG 2016,236.0,Bill Pay
value_b,Others,AUG 2016,99.0,Bill Pay
volume_k,Cash,SEP 2016,38147.0,Bill Pay
volume_k,Cheque,SEP 2016,314.0,Bill Pay
volume_k,Others,SEP 2016,461.0,Bill Pay
value_b,Cash,SEP 2016,287.0,Bill Pay
value_b,Cheque,SEP 2016,219.0,Bill Pay
value_b,Others,SEP 2016,88.0,Bill Pay
volume_k,Cash,OCT 2016,40180.0,Bill Pay
volume_k,Cheque,OCT 2016,291.0,Bill Pay
volume_k,Others,OCT 2016,473.0,Bill Pay
value_b,Cash,OCT 2016,289.0,Bill Pay
value_b,Cheque,OCT 2016,234.0,Bill Pay
value_b,Others,OCT 2016,78.0,Bill Pay
volume_k,Cash,NOV 2016,39439.0,Bill Pay
volume_k,Cheque,NOV 2016,305.0,Bill Pay
volume_k,Others,NOV 2016,470.0,Bill Pay
value_b,Cash,NOV 2016,277.0,Bill Pay
value_b,Cheque,NOV 2016,218.0,Bill Pay
value_b,Others,NOV 2016,83.0,Bill Pay
volume_k,Cash,DEC 2016,41678.0,Bill Pay
volume_k,Cheque,DEC 2016,314.0,Bill Pay
volume_k,Others,DEC 2016,523.0,Bill Pay
value_b,Cash,DEC 2016,306.0,Bill Pay
value_b,Cheque,DEC 2016,224.0,Bill Pay
value_b,Others,DEC 2016,78.0,Bill Pay
volume_k,Cash,JAN 2017,40048.0,Bill Pay
volume_k,Cheque,JAN 2017,336.0,Bill Pay
volume_k,Others,JAN 2017,455.0,Bill Pay
value_b,Cash,JAN 2017,309.0,Bill Pay
value_b,Cheque,JAN 2017,221.0,Bill Pay
value_b,Others,JAN 2017,74.0,Bill Pay
volume_k,Cash,FEB 2017,37862.0,Bill Pay
volume_k,Cheque,FEB 2017,301.0,Bill Pay
volume_k,Others,FEB 2017,425.0,Bill Pay
value_b,Cash,FEB 2017,278.0,Bill Pay
value_b,Cheque,FEB 2017,236.0,Bill Pay
value_b,Others,FEB 2017,68.0,Bill Pay
volume_k,Cash,MAR 2017,42607.0,Bill Pay
volume_k,Cheque,MAR 2017,338.0,Bill Pay
volume_k,Others,MAR 2017,483.0,Bill Pay
value_b,Cash,MAR 2017,320.0,Bill Pay
value_b,Cheque,MAR 2017,266.0,Bill Pay
value_b,Others,MAR 2017,90.0,Bill Pay
volume_k,Cash,APR 2017,39239.0,Bill Pay
volume_k,Cheque,APR 2017,307.0,Bill Pay
volume_k,Others,APR 2017,433.0,Bill Pay
value_b,Cash,APR 2017,285.0,Bill Pay
value_b,Cheque,APR 2017,232.0,Bill Pay
value_b,Others,APR 2017,75.0,Bill Pay
volume_k,Cash,MAY 2017,40997.0,Bill Pay
volume_k,Cheque,MAY 2017,324.0,Bill Pay
volume_k,Others,MAY 2017,462.0,Bill Pay
value_b,Cash,MAY 2017,311.0,Bill Pay
value_b,Cheque,MAY 2017,277.0,Bill Pay
value_b,Others,MAY 2017,80.0,Bill Pay
volume_k,Cash,JUN 2017,39729.0,Bill Pay
volume_k,Cheque,JUN 2017,328.0,Bill Pay
volume_k,Others,JUN 2017,448.0,Bill Pay
value_b,Cash,JUN 2017,309.0,Bill Pay
value_b,Cheque,JUN 2017,258.0,Bill Pay
value_b,Others,JUN 2017,87.0,Bill Pay
volume_k,Cash,JUL 2017,40787.0,Bill Pay
volume_k,Cheque,JUL 2017,313.0,Bill Pay
volume_k,Others,JUL 2017,443.0,Bill Pay
value_b,Cash,JUL 2017,295.0,Bill Pay
value_b,Cheque,JUL 2017,234.0,Bill Pay
value_b,Others,JUL 2017,78.0,Bill Pay
volume_k,Cash,AUG 2017,42356.0,Bill Pay
volume_k,Cheque,AUG 2017,334.0,Bill Pay
volume_k,Others,AUG 2017,465.0,Bill Pay
value_b,Cash,AUG 2017,310.0,Bill Pay
value_b,Cheque,AUG 2017,250.0,Bill Pay
value_b,Others,AUG 2017,81.0,Bill Pay
volume_k,Cash,SEP 2017,39790.0,Bill Pay
volume_k,Cheque,SEP 2017,334.0,Bill Pay
volume_k,Others,SEP 2017,427.0,Bill Pay
value_b,Cash,SEP 2017,297.0,Bill Pay
value_b,Cheque,SEP 2017,265.0,Bill Pay
value_b,Others,SEP 2017,87.0,Bill Pay
volume_k,Cash,OCT 2017,39499.0,Bill Pay
volume_k,Cheque,OCT 2017,314.0,Bill Pay
volume_k,Others,OCT 2017,417.0,Bill Pay
value_b,Cash,OCT 2017,294.0,Bill Pay
value_b,Cheque,OCT 2017,242.0,Bill Pay
value_b,Others,OCT 2017,73.0,Bill Pay
volume_k,Cash,NOV 2017,39876.0,Bill Pay
volume_k,Cheque,NOV 2017,336.0,Bill Pay
volume_k,Others,NOV 2017,471.0,Bill Pay
value_b,Cash,NOV 2017,293.0,Bill Pay
value_b,Cheque,NOV 2017,242.0,Bill Pay
value_b,Others,NOV 2017,101.0,Bill Pay
volume_k,Cash,DEC 2017,40948.0,Bill Pay
volume_k,Cheque,DEC 2017,339.0,Bill Pay
volume_k,Others,DEC 2017,450.0,Bill Pay
value_b,Cash,DEC 2017,313.0,Bill Pay
value_b,Cheque,DEC 2017,253.0,Bill Pay
value_b,Others,DEC 2017,70.0,Bill Pay
volume_k,Cash,JAN 2018,39500.0,Bill Pay
volume_k,Cheque,JAN 2018,374.0,Bill Pay
volume_k,Others,JAN 2018,428.0,Bill Pay
value_b,Cash,JAN 2018,316.0,Bill Pay
value_b,Cheque,JAN 2018,260.0,Bill Pay
value_b,Others,JAN 2018,74.0,Bill Pay
volume_k,Cash,FEB 2018,36536.0,Bill Pay
volume_k,Cheque,FEB 2018,324.0,Bill Pay
volume_k,Others,FEB 2018,389.0,Bill Pay
value_b,Cash,FEB 2018,279.0,Bill Pay
value_b,Cheque,FEB 2018,238.0,Bill Pay
value_b,Others,FEB 2018,70.0,Bill Pay
volume_k,Cash,MAR 2018,40897.0,Bill Pay
volume_k,Cheque,MAR 2018,353.0,Bill Pay
volume_k,Others,MAR 2018,444.0,Bill Pay
value_b,Cash,MAR 2018,312.0,Bill Pay
value_b,Cheque,MAR 2018,275.0,Bill Pay
value_b,Others,MAR 2018,88.0,Bill Pay
volume_k,Cash,APR 2018,35771.0,Bill Pay
volume_k,Cheque,APR 2018,311.0,Bill Pay
volume_k,Others,APR 2018,373.0,Bill Pay
value_b,Cash,APR 2018,274.0,Bill Pay
value_b,Cheque,APR 2018,228.0,Bill Pay
value_b,Others,APR 2018,65.0,Bill Pay
volume_k,Cash,MAY 2018,38609.0,Bill Pay
volume_k,Cheque,MAY 2018,338.0,Bill Pay
volume_k,Others,MAY 2018,420.0,Bill Pay
value_b,Cash,MAY 2018,299.0,Bill Pay
value_b,Cheque,MAY 2018,218.0,Bill Pay
value_b,Others,MAY 2018,77.0,Bill Pay
volume_k,Cash,JUN 2018,36631.0,Bill Pay
volume_k,Cheque,JUN 2018,332.0,Bill Pay
volume_k,Others,JUN 2018,401.0,Bill Pay
value_b,Cash,JUN 2018,282.0,Bill Pay
value_b,Cheque,JUN 2018,200.0,Bill Pay
value_b,Others,JUN 2018,81.0,Bill Pay
volume_k,Cash,JUL 2018,37102.0,Bill Pay
volume_k,Cheque,JUL 2018,325.0,Bill Pay
volume_k,Others,JUL 2018,386.0,Bill Pay
value_b,Cash,JUL 2018,293.0,Bill Pay
value_b,Cheque,JUL 2018,181.0,Bill Pay
value_b,Others,JUL 2018,70.0,Bill Pay
volume_k,Cash,AUG 2018,36678.0,Bill Pay
volume_k,Cheque,AUG 2018,336.0,Bill Pay
volume_k,Others,AUG 2018,388.0,Bill Pay
value_b,Cash,AUG 2018,296.0,Bill Pay
value_b,Cheque,AUG 2018,165.0,Bill Pay
value_b,Others,AUG 2018,77.0,Bill Pay
volume_k,Cash,SEP 2018,35409.0,Bill Pay
volume_k,Cheque,SEP 2018,329.0,Bill Pay
volume_k,Others,SEP 2018,364.0,Bill Pay
value_b,Cash,SEP 2018,281.0,Bill Pay
value_b,Cheque,SEP 2018,150.0,Bill Pay
value_b,Others,SEP 2018,88.0,Bill Pay
volume_k,Cash,OCT 2018,36984.0,Bill Pay
volume_k,Cheque,OCT 2018,298.0,Bill Pay
volume_k,Others,OCT 2018,411.0,Bill Pay
value_b,Cash,OCT 2018,249.0,Bill Pay
value_b,Cheque,OCT 2018,158.0,Bill Pay
value_b,Others,OCT 2018,96.0,Bill Pay
volume_k,Cash,NOV 2018,35724.0,Bill Pay
volume_k,Cheque,NOV 2018,297.0,Bill Pay
volume_k,Others,NOV 2018,391.0,Bill Pay
value_b,Cash,NOV 2018,230.0,Bill Pay
value_b,Cheque,NOV 2018,122.0,Bill Pay
value_b,Others,NOV 2018,86.0,Bill Pay
volume_k,Cash,DEC 2018,37014.0,Bill Pay
volume_k,Cheque,DEC 2018,293.0,Bill Pay
volume_k,Others,DEC 2018,400.0,Bill Pay
value_b,Cash,DEC 2018,242.0,Bill Pay
value_b,Cheque,DEC 2018,131.0,Bill Pay
value_b,Others,DEC 2018,71.0,Bill Pay
volume_k,Cash,JAN 2019,35914.0,Bill Pay
volume_k,Cheque,JAN 2019,338.0,Bill Pay
volume_k,Others,JAN 2019,393.0,Bill Pay
value_b,Cash,JAN 2019,266.0,Bill Pay
value_b,Cheque,JAN 2019,148.0,Bill Pay
value_b,Others,JAN 2019,80.0,Bill Pay
volume_k,Cash,FEB 2019,33734.0,Bill Pay
volume_k,Cheque,FEB 2019,288.0,Bill Pay
volume_k,Others,FEB 2019,359.0,Bill Pay
value_b,Cash,FEB 2019,237.0,Bill Pay
value_b,Cheque,FEB 2019,126.0,Bill Pay
value_b,Others,FEB 2019,70.0,Bill Pay
volume_k,Cash,MAR 2019,36909.0,Bill Pay
volume_k,Cheque,MAR 2019,311.0,Bill Pay
volume_k,Others,MAR 2019,392.0,Bill Pay
value_b,Cash,MAR 2019,257.0,Bill Pay
value_b,Cheque,MAR 2019,126.0,Bill Pay
value_b,Others,MAR 2019,80.0,Bill Pay
volume_k,Cash,APR 2019,29180.0,Bill Pay
volume_k,Cheque,APR 2019,292.0,Bill Pay
volume_k,Others,APR 2019,397.0,Bill Pay
value_b,Cash,APR 2019,251.0,Bill Pay
value_b,Cheque,APR 2019,159.0,Bill Pay
value_b,Others,APR 2019,75.0,Bill Pay
volume_k,Cash,MAY 2019,30772.0,Bill Pay
volume_k,Cheque,MAY 2019,300.0,Bill Pay
volume_k,Others,MAY 2019,425.0,Bill Pay
value_b,Cash,MAY 2019,257.0,Bill Pay
value_b,Cheque,MAY 2019,125.0,Bill Pay
value_b,Others,MAY 2019,86.0,Bill Pay
volume_k,Cash,JUN 2019,30232.0,Bill Pay
volume_k,Cheque,JUN 2019,292.0,Bill Pay
volume_k,Others,JUN 2019,423.0,Bill Pay
value_b,Cash,JUN 2019,242.0,Bill Pay
value_b,Cheque,JUN 2019,119.0,Bill Pay
value_b,Others,JUN 2019,92.0,Bill Pay
volume_k,Cash,JUL 2019,30474.0,Bill Pay
volume_k,Cheque,JUL 2019,306.0,Bill Pay
volume_k,Others,JUL 2019,462.0,Bill Pay
value_b,Cash,JUL 2019,260.0,Bill Pay
value_b,Cheque,JUL 2019,136.0,Bill Pay
value_b,Others,JUL 2019,89.0,Bill Pay
volume_k,Cash,AUG 2019,29517.0,Bill Pay
volume_k,Cheque,AUG 2019,284.0,Bill Pay
volume_k,Others,AUG 2019,501.0,Bill Pay
value_b,Cash,AUG 2019,246.0,Bill Pay
value_b,Cheque,AUG 2019,112.0,Bill Pay
value_b,Others,AUG 2019,75.0,Bill Pay
volume_k,Cash,SEP 2019,28937.0,Bill Pay
volume_k,Cheque,SEP 2019,307.0,Bill Pay
volume_k,Others,SEP 2019,489.0,Bill Pay
value_b,Cash,SEP 2019,239.0,Bill Pay
value_b,Cheque,SEP 2019,126.0,Bill Pay
value_b,Others,SEP 2019,87.0,Bill Pay
volume_k,Cash,OCT 2019,30277.0,Bill Pay
volume_k,Cheque,OCT 2019,280.0,Bill Pay
volume_k,Others,OCT 2019,497.0,Bill Pay
value_b,Cash,OCT 2019,244.0,Bill Pay
value_b,Cheque,OCT 2019,141.0,Bill Pay
value_b,Others,OCT 2019,72.0,Bill Pay
volume_k,Cash,NOV 2019,29501.0,Bill Pay
volume_k,Cheque,NOV 2019,296.0,Bill Pay
volume_k,Others,NOV 2019,457.0,Bill Pay
value_b,Cash,NOV 2019,241.0,Bill Pay
value_b,Cheque,NOV 2019,126.0,Bill Pay
value_b,Others,NOV 2019,91.0,Bill Pay
volume_k,Cash,DEC 2019,29271.0,Bill Pay
volume_k,Cheque,DEC 2019,298.0,Bill Pay
volume_k,Others,DEC 2019,427.0,Bill Pay
value_b,Cash,DEC 2019,254.0,Bill Pay
value_b,Cheque,DEC 2019,131.0,Bill Pay
value_b,Others,DEC 2019,71.0,Bill Pay
volume_k,Cash,JAN 2020,28487.0,Bill Pay
volume_k,Cheque,JAN 2020,325.0,Bill Pay
volume_k,Others,JAN 2020,411.0,Bill Pay
value_b,Cash,JAN 2020,253.0,Bill Pay
value_b,Cheque,JAN 2020,140.0,Bill Pay
value_b,Others,JAN 2020,72.0,Bill Pay
volume_k,Cash,FEB 2020,27937.0,Bill Pay
volume_k,Cheque,FEB 2020,285.0,Bill Pay
volume_k,Others,FEB 2020,387.0,Bill Pay
value_b,Cash,FEB 2020,230.0,Bill Pay
value_b,Cheque,FEB 2020,132.0,Bill Pay
value_b,Others,FEB 2020,84.0,Bill Pay
volume_k,Cash,MAR 2020,29749.0,Bill Pay
volume_k,Cheque,MAR 2020,293.0,Bill Pay
volume_k,Others,MAR 2020,445.0,Bill Pay
value_b,Cash,MAR 2020,240.0,Bill Pay
value_b,Cheque,MAR 2020,118.0,Bill Pay
value_b,Others,MAR 2020,75.0,Bill Pay
volume_k,Cash,APR 2020,23608.0,Bill Pay
volume_k,Cheque,APR 2020,229.0,Bill Pay
volume_k,Others,APR 2020,274.0,Bill Pay
value_b,Cash,APR 2020,177.0,Bill Pay
value_b,Cheque,APR 2020,123.0,Bill Pay
value_b,Others,APR 2020,52.0,Bill Pay
volume_k,Cash,MAY 2020,22187.0,Bill Pay
volume_k,Cheque,MAY 2020,241.0,Bill Pay
volume_k,Others,MAY 2020,342.0,Bill Pay
value_b,Cash,MAY 2020,179.0,Bill Pay
value_b,Cheque,MAY 2020,123.0,Bill Pay
value_b,Others,MAY 2020,58.0,Bill Pay
volume_k,Cash,JUN 2020,21796.0,Bill Pay
volume_k,Cheque,JUN 2020,265.0,Bill Pay
volume_k,Others,JUN 2020,367.0,Bill Pay
value_b,Cash,JUN 2020,197.0,Bill Pay
value_b,Cheque,JUN 2020,95.0,Bill Pay
value_b,Others,JUN 2020,69.0,Bill Pay
volume_k,Cash,JUL 2020,23430.0,Bill Pay
volume_k,Cheque,JUL 2020,276.0,Bill Pay
volume_k,Others,JUL 2020,351.0,Bill Pay
value_b,Cash,JUL 2020,206.0,Bill Pay
value_b,Cheque,JUL 2020,129.0,Bill Pay
value_b,Others,JUL 2020,86.0,Bill Pay
volume_k,Cash,AUG 2020,24221.0,Bill Pay
volume_k,Cheque,AUG 2020,282.0,Bill Pay
volume_k,Others,AUG 2020,377.0,Bill Pay
value_b,Cash,AUG 2020,207.0,Bill Pay
value_b,Cheque,AUG 2020,125.0,Bill Pay
value_b,Others,AUG 2020,71.0,Bill Pay
volume_k,Cash,SEP 2020,23615.0,Bill Pay
volume_k,Cheque,SEP 2020,293.0,Bill Pay
volume_k,Others,SEP 2020,350.0,Bill Pay
value_b,Cash,SEP 2020,201.0,Bill Pay
value_b,Cheque,SEP 2020,111.0,Bill Pay
value_b,Others,SEP 2020,88.0,Bill Pay
volume_k,Cash,OCT 2020,24227.0,Bill Pay
volume_k,Cheque,OCT 2020,258.0,Bill Pay
volume_k,Others,OCT 2020,339.0,Bill Pay
value_b,Cash,OCT 2020,198.0,Bill Pay
value_b,Cheque,OCT 2020,91.0,Bill Pay
value_b,Others,OCT 2020,59.0,Bill Pay
volume_k,Cash,NOV 2020,24301.0,Bill Pay
volume_k,Cheque,NOV 2020,220.0,Bill Pay
volume_k,Others,NOV 2020,348.0,Bill Pay
value_b,Cash,NOV 2020,204.0,Bill Pay
value_b,Cheque,NOV 2020,83.0,Bill Pay
value_b,Others,NOV 2020,63.0,Bill Pay
volume_k,Cash,DEC 2020,24987.0,Bill Pay
volume_k,Cheque,DEC 2020,271.0,Bill Pay
volume_k,Others,DEC 2020,415.0,Bill Pay
value_b,Cash,DEC 2020,218.0,Bill Pay
value_b,Cheque,DEC 2020,137.0,Bill Pay
value_b,Others,DEC 2020,99.0,Bill Pay
volume_k,Cash,JAN 2021,23723.0,Bill Pay
volume_k,Cheque,JAN 2021,281.0,Bill Pay
volume_k,Others,JAN 2021,403.0,Bill Pay
value_b,Cash,JAN 2021,201.0,Bill Pay
value_b,Cheque,JAN 2021,100.0,Bill Pay
value_b,Others,JAN 2021,80.0,Bill Pay
volume_k,Cash,FEB 2021,21718.0,Bill Pay
volume_k,Cheque,FEB 2021,232.0,Bill Pay
volume_k,Others,FEB 2021,363.0,Bill Pay
value_b,Cash,FEB 2021,184.0,Bill Pay
value_b,Cheque,FEB 2021,77.0,Bill Pay
value_b,Others,FEB 2021,61.0,Bill Pay
volume_k,Cash,MAR 2021,24592.0,Bill Pay
volume_k,Cheque,MAR 2021,267.0,Bill Pay
volume_k,Others,MAR 2021,416.0,Bill Pay
value_b,Cash,MAR 2021,221.0,Bill Pay
value_b,Cheque,MAR 2021,123.0,Bill Pay
value_b,Others,MAR 2021,70.0,Bill Pay
volume_k,Cash,APR 2021,29479.0,Bill Pay
volume_k,Cheque,APR 2021,235.0,Bill Pay
volume_k,Others,APR 2021,383.0,Bill Pay
value_b,Cash,APR 2021,195.0,Bill Pay
value_b,Cheque,APR 2021,111.0,Bill Pay
value_b,Others,APR 2021,52.0,Bill Pay
volume_k,Cash,MAY 2021,30644.0,Bill Pay
volume_k,Cheque,MAY 2021,235.0,Bill Pay
volume_k,Others,MAY 2021,386.0,Bill Pay
value_b,Cash,MAY 2021,197.0,Bill Pay
value_b,Cheque,MAY 2021,99.0,Bill Pay
value_b,Others,MAY 2021,74.0,Bill Pay
volume_k,Cash,JUN 2021,29595.0,Bill Pay
volume_k,Cheque,JUN 2021,241.0,Bill Pay
volume_k,Others,JUN 2021,380.0,Bill Pay
value_b,Cash,JUN 2021,197.0,Bill Pay
value_b,Cheque,JUN 2021,97.0,Bill Pay
value_b,Others,JUN 2021,87.0,Bill Pay
volume_k,Cash,JUL 2021,31689.0,Bill Pay
volume_k,Cheque,JUL 2021,202.0,Bill Pay
volume_k,Others,JUL 2021,348.0,Bill Pay
value_b,Cash,JUL 2021,182.0,Bill Pay
value_b,Cheque,JUL 2021,82.0,Bill Pay
value_b,Others,JUL 2021,54.0,Bill Pay
volume_k,Cash,AUG 2021,31360.0,Bill Pay
volume_k,Cheque,AUG 2021,213.0,Bill Pay
volume_k,Others,AUG 2021,313.0,Bill Pay
value_b,Cash,AUG 2021,176.0,Bill Pay
value_b,Cheque,AUG 2021,84.0,Bill Pay
value_b,Others,AUG 2021,58.0,Bill Pay
volume_k,Cash,SEP 2021,29961.0,Bill Pay
volume_k,Cheque,SEP 2021,235.0,Bill Pay
volume_k,Others,SEP 2021,375.0,Bill Pay
value_b,Cash,SEP 2021,176.0,Bill Pay
value_b,Cheque,SEP 2021,87.0,Bill Pay
value_b,Others,SEP 2021,97.0,Bill Pay
volume_k,Cash,OCT 2021,28883.0,Bill Pay
volume_k,Cheque,OCT 2021,206.0,Bill Pay
volume_k,Others,OCT 2021,372.0,Bill Pay
value_b,Cash,OCT 2021,174.0,Bill Pay
value_b,Cheque,OCT 2021,88.0,Bill Pay
value_b,Others,OCT 2021,50.0,Bill Pay
volume_k,Cash,NOV 2021,28336.0,Bill Pay
volume_k,Cheque,NOV 2021,223.0,Bill Pay
volume_k,Others,NOV 2021,348.0,Bill Pay
value_b,Cash,NOV 2021,188.0,Bill Pay
value_b,Cheque,NOV 2021,87.0,Bill Pay
value_b,Others,NOV 2021,70.0,Bill Pay
volume_k,Cash,DEC 2021,30256.0,Bill Pay
volume_k,Cheque,DEC 2021,233.0,Bill Pay
volume_k,Others,DEC 2021,368.0,Bill Pay
value_b,Cash,DEC 2021,199.0,Bill Pay
value_b,Cheque,DEC 2021,89.0,Bill Pay
value_b,Others,DEC 2021,52.0,Bill Pay
volume_k,Cash,JAN 2022,28545.0,Bill Pay
volume_k,Cheque,JAN 2022,239.0,Bill Pay
volume_k,Others,JAN 2022,350.0,Bill Pay
value_b,Cash,JAN 2022,196.0,Bill Pay
value_b,Cheque,JAN 2022,85.0,Bill Pay
value_b,Others,JAN 2022,65.0,Bill Pay
volume_k,Cash,FEB 2022,26374.0,Bill Pay
volume_k,Cheque,FEB 2022,210.0,Bill Pay
volume_k,Others,FEB 2022,331.0,Bill Pay
value_b,Cash,FEB 2022,175.0,Bill Pay
value_b,Cheque,FEB 2022,73.0,Bill Pay
value_b,Others,FEB 2022,67.0,Bill Pay
volume_k,Cash,MAR 2022,29702.0,Bill Pay
volume_k,Cheque,MAR 2022,248.0,Bill Pay
volume_k,Others,MAR 2022,336.0,Bill Pay
value_b,Cash,MAR 2022,196.0,Bill Pay
value_b,Cheque,MAR 2022,97.0,Bill Pay
value_b,Others,MAR 2022,71.0,Bill Pay
volume_k,Cash,APR 2022,27503.0,Bill Pay
volume_k,Cheque,APR 2022,204.0,Bill Pay
volume_k,Others,APR 2022,335.0,Bill Pay
value_b,Cash,APR 2022,184.0,Bill Pay
value_b,Cheque,APR 2022,88.0,Bill Pay
value_b,Others,APR 2022,83.0,Bill Pay
volume_k,Cash,MAY 2022,27744.0,Bill Pay
volume_k,Cheque,MAY 2022,216.0,Bill Pay
volume_k,Others,MAY 2022,351.0,Bill Pay
value_b,Cash,MAY 2022,194.0,Bill Pay
value_b,Cheque,MAY 2022,98.0,Bill Pay
value_b,Others,MAY 2022,82.0,Bill Pay
volume_k,Cash,JUN 2022,26841.0,Bill Pay
volume_k,Cheque,JUN 2022,217.0,Bill Pay
volume_k,Others,JUN 2022,348.0,Bill Pay
value_b,Cash,JUN 2022,188.0,Bill Pay
value_b,Cheque,JUN 2022,89.0,Bill Pay
value_b,Others,JUN 2022,87.0,Bill Pay
volume_k,Cash,JUL 2022,26792.0,Bill Pay
volume_k,Cheque,JUL 2022,169.0,Bill Pay
volume_k,Others,JUL 2022,345.0,Bill Pay
value_b,Cash,JUL 2022,153.0,Bill Pay
value_b,Cheque,JUL 2022,42.0,Bill Pay
value_b,Others,JUL 2022,51.0,Bill Pay
volume_k,Cash,AUG 2022,26873.0,Bill Pay
volume_k,Cheque,AUG 2022,226.0,Bill Pay
volume_k,Others,AUG 2022,364.0,Bill Pay
value_b,Cash,AUG 2022,195.0,Bill Pay
value_b,Cheque,AUG 2022,95.0,Bill Pay
value_b,Others,AUG 2022,73.0,Bill Pay
